Filière,Produit,ville,annee,production_tonnes,superficie_ha,température moyenne,température maximale,température minimale,vitesse du vent,température du vent,précipitations moyennes par jour,précipitations totales sur le mois,humidité,visibilité,couverture nuageuse,irrigation,type_sol,mecanisation
Agrumes,Petit fruit_Fortune,Tarfaya,2010,568.37,28.99,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Fortune,Taza,2010,558.53,31.6,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Fortune,Tiflet,2010,506.22,31.56,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Fortune,Youssoufia,2010,536.42,27.15,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Agrumes,Petit fruit_Nador cott,Agadir,2010,28648.4,2715.04,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Agrumes,Petit fruit_Nador cott,Fes,2010,28520.87,2702.43,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Agrumes,Petit fruit_Nador cott,Marrakech,2010,32903.74,3064.93,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Agrumes,Petit fruit_Nador cott,Meknes,2010,29417.3,2611.24,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Agrumes,Petit fruit_Nador cott,Ouarzazate,2010,32416.98,2681.45,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Agrumes,Petit fruit_Nador cott,Oulad Teima,2010,30848.41,2919.5,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Agrumes,Petit fruit_Nador cott,Rabat,2010,31832.41,2751.21,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Agrumes,Petit fruit_Nador cott,Sefrou,2010,30075.85,2661.27,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Agrumes,Petit fruit_Nador cott,Sidi Ifni,2010,30522.35,2816.3,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Agrumes,Petit fruit_Nador cott,Skhirate,2010,30015.02,2766.65,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Agrumes,Petit fruit_Nador cott,Tanger,2010,28227.8,2903.93,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Agrumes,Petit fruit_Nador cott,Taounate,2010,31397.38,3175.22,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Agrumes,Petit fruit_Nador cott,Tarfaya,2010,28742.0,2679.78,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Nador cott,Taza,2010,27200.19,2823.75,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Nador cott,Tiflet,2010,30934.58,3147.84,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Nador cott,Youssoufia,2010,28118.79,3115.9,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Agrumes,Petit fruit_Nour,Agadir,2010,131717.42,6494.9,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Agrumes,Petit fruit_Nour,Fes,2010,132043.54,6899.23,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Agrumes,Petit fruit_Nour,Marrakech,2010,131097.77,6088.28,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Agrumes,Petit fruit_Nour,Meknes,2010,117910.05,6917.26,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Agrumes,Petit fruit_Nour,Ouarzazate,2010,109322.46,7262.71,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Agrumes,Petit fruit_Nour,Oulad Teima,2010,131423.5,6684.96,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Agrumes,Petit fruit_Nour,Rabat,2010,119314.89,6633.21,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Agrumes,Petit fruit_Nour,Sefrou,2010,132351.65,6220.27,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Agrumes,Petit fruit_Nour,Sidi Ifni,2010,132278.17,6812.75,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Agrumes,Petit fruit_Nour,Skhirate,2010,129600.21,6755.22,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Agrumes,Petit fruit_Nour,Tanger,2010,116077.06,6836.83,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Agrumes,Petit fruit_Nour,Taounate,2010,118271.73,6006.3,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Agrumes,Petit fruit_Nour,Tarfaya,2010,129554.87,6699.87,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Nour,Taza,2010,116621.15,6761.19,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Nour,Tiflet,2010,113051.78,6247.09,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Nour,Youssoufia,2010,122428.8,6248.16,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Agrumes,Petit fruit_Nova,Agadir,2010,14798.22,777.89,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Agrumes,Petit fruit_Nova,Fes,2010,14144.56,848.82,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Agrumes,Petit fruit_Nova,Marrakech,2010,13801.65,831.65,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Agrumes,Petit fruit_Nova,Meknes,2010,12514.37,870.65,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Agrumes,Petit fruit_Nova,Ouarzazate,2010,13924.0,781.06,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Agrumes,Petit fruit_Nova,Oulad Teima,2010,14944.95,881.45,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Agrumes,Petit fruit_Nova,Rabat,2010,12631.17,854.03,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Agrumes,Petit fruit_Nova,Sefrou,2010,13660.83,797.24,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Agrumes,Petit fruit_Nova,Sidi Ifni,2010,14638.21,748.42,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Agrumes,Petit fruit_Nova,Skhirate,2010,14266.35,774.76,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Agrumes,Petit fruit_Nova,Tanger,2010,14147.24,888.73,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Agrumes,Petit fruit_Nova,Taounate,2010,14162.13,783.45,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Agrumes,Petit fruit_Nova,Tarfaya,2010,13228.44,786.64,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Nova,Taza,2010,13049.05,763.78,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Nova,Tiflet,2010,14453.07,864.32,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Nova,Youssoufia,2010,14455.12,777.8,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Agrumes,Petit fruit_Nules,Agadir,2010,85837.04,5694.88,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Agrumes,Petit fruit_Nules,Fes,2010,86575.42,5794.03,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Agrumes,Petit fruit_Nules,Marrakech,2010,80147.75,5816.88,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Agrumes,Petit fruit_Nules,Meknes,2010,79990.6,5790.48,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Agrumes,Petit fruit_Nules,Ouarzazate,2010,84737.07,5899.42,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Agrumes,Petit fruit_Nules,Oulad Teima,2010,82364.76,6265.82,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Agrumes,Petit fruit_Nules,Rabat,2010,83196.46,6271.45,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Agrumes,Petit fruit_Nules,Sefrou,2010,84697.04,6246.72,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Agrumes,Petit fruit_Nules,Sidi Ifni,2010,86203.81,5424.74,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Agrumes,Petit fruit_Nules,Skhirate,2010,77375.36,6248.33,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Agrumes,Petit fruit_Nules,Tanger,2010,77976.51,5447.29,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Agrumes,Petit fruit_Nules,Taounate,2010,73472.79,5452.56,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Agrumes,Petit fruit_Nules,Tarfaya,2010,81218.31,6423.04,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Nules,Taza,2010,72544.55,6271.58,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Nules,Tiflet,2010,79416.15,5956.8,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Nules,Youssoufia,2010,80648.38,6337.1,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Agrumes,Petit fruit_Ortanique,Agadir,2010,16500.5,779.93,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Agrumes,Petit fruit_Ortanique,Fes,2010,17549.48,726.12,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Agrumes,Petit fruit_Ortanique,Marrakech,2010,15617.86,726.44,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Agrumes,Petit fruit_Ortanique,Meknes,2010,15641.46,746.55,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Agrumes,Petit fruit_Ortanique,Ouarzazate,2010,18348.44,672.34,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Agrumes,Petit fruit_Ortanique,Oulad Teima,2010,16754.39,663.11,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Agrumes,Petit fruit_Ortanique,Rabat,2010,15950.73,747.28,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Agrumes,Petit fruit_Ortanique,Sefrou,2010,17313.03,688.36,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Agrumes,Petit fruit_Ortanique,Sidi Ifni,2010,18167.09,658.55,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Agrumes,Petit fruit_Ortanique,Skhirate,2010,16256.71,684.1,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Agrumes,Petit fruit_Ortanique,Tanger,2010,17659.99,690.32,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Agrumes,Petit fruit_Ortanique,Taounate,2010,15806.93,776.5,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Agrumes,Petit fruit_Ortanique,Tarfaya,2010,15690.88,738.53,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Agrumes,Petit fruit_Ortanique,Taza,2010,17344.44,714.78,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Agrumes,Petit fruit_Ortanique,Tiflet,2010,17376.43,777.02,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Agrumes,Petit fruit_Ortanique,Youssoufia,2010,17710.11,767.68,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Amandiers,Amandier,Agadir,2010,105966.07,144314.68,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Amandiers,Amandier,Fes,2010,111030.3,155650.2,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Amandiers,Amandier,Marrakech,2010,101712.27,141213.69,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Amandiers,Amandier,Meknes,2010,97791.96,136206.91,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Amandiers,Amandier,Ouarzazate,2010,107367.06,136271.91,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Amandiers,Amandier,Oulad Teima,2010,96735.07,148642.81,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Amandiers,Amandier,Rabat,2010,100144.32,143999.95,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Amandiers,Amandier,Sefrou,2010,92834.39,148545.93,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Amandiers,Amandier,Sidi Ifni,2010,91757.6,149326.97,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Amandiers,Amandier,Skhirate,2010,110762.58,130214.98,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Amandiers,Amandier,Tanger,2010,108194.21,131128.22,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Amandiers,Amandier,Taounate,2010,105355.4,144910.05,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Amandiers,Amandier,Tarfaya,2010,99535.66,135072.86,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Amandiers,Amandier,Taza,2010,94757.36,147785.28,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Amandiers,Amandier,Tiflet,2010,94415.56,145471.76,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Amandiers,Amandier,Youssoufia,2010,96317.6,146438.5,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Autres céréales,Agadir,2010,2766.98,3073.57,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Autres céréales,Fes,2010,2857.6,3289.5,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Autres céréales,Marrakech,2010,2827.79,3410.88,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Autres céréales,Meknes,2010,2619.4,3518.77,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Autres céréales,Ouarzazate,2010,2989.27,3416.6,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Autres céréales,Oulad Teima,2010,2870.37,3236.8,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Autres céréales,Rabat,2010,2769.79,3003.79,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Autres céréales,Sefrou,2010,2801.22,3316.13,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Autres céréales,Sidi Ifni,2010,2695.94,3480.1,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Autres céréales,Skhirate,2010,2601.76,3015.59,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Autres céréales,Tanger,2010,2661.07,3043.84,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Autres céréales,Taounate,2010,2881.3,2975.37,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Autres céréales,Tarfaya,2010,2473.89,3351.5,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Autres céréales,Taza,2010,2529.61,3140.2,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Autres céréales,Tiflet,2010,2491.21,2920.13,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Autres céréales,Youssoufia,2010,2488.32,3439.97,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Avoine,Agadir,2010,39378.68,54855.51,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Avoine,Fes,2010,38262.48,52398.05,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Avoine,Marrakech,2010,36575.08,52537.84,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Avoine,Meknes,2010,33807.86,51955.06,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Avoine,Ouarzazate,2010,36703.33,53747.14,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Avoine,Oulad Teima,2010,36569.92,52462.55,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Avoine,Rabat,2010,34362.03,54750.03,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Avoine,Sefrou,2010,36278.59,57196.57,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Avoine,Sidi Ifni,2010,36018.69,56122.21,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Avoine,Skhirate,2010,37616.83,52000.68,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Avoine,Tanger,2010,37758.32,54541.73,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Avoine,Taounate,2010,33421.6,57919.01,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Avoine,Tarfaya,2010,35843.01,49546.76,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Avoine,Taza,2010,37690.43,49656.21,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Avoine,Tiflet,2010,36788.04,54839.22,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Avoine,Youssoufia,2010,39386.25,55738.84,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Blé dur,Agadir,2010,1906609.76,901952.91,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Blé dur,Fes,2010,1723381.33,1004144.94,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Blé dur,Marrakech,2010,1689243.75,985200.66,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Blé dur,Meknes,2010,1900594.89,1038234.5,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Blé dur,Ouarzazate,2010,1672960.49,893824.59,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Blé dur,Oulad Teima,2010,1879659.86,1005323.09,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Blé dur,Rabat,2010,2010663.32,877492.63,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Blé dur,Sefrou,2010,1875852.55,969699.58,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Blé dur,Sidi Ifni,2010,1806626.47,967134.81,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Blé dur,Skhirate,2010,1900916.04,935832.43,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Blé dur,Tanger,2010,1832528.54,1023164.7,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Blé dur,Taounate,2010,1864817.51,862316.72,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Blé dur,Tarfaya,2010,2011119.6,961063.14,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Blé dur,Taza,2010,1805862.42,903051.88,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Blé dur,Tiflet,2010,2018410.08,1003815.38,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Blé dur,Youssoufia,2010,1997772.11,869724.83,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Blé tendre,Agadir,2010,3916162.76,2272308.61,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Blé tendre,Fes,2010,3810723.7,2275094.91,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Blé tendre,Marrakech,2010,3836924.37,2272867.49,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Blé tendre,Meknes,2010,3768074.76,1982924.71,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Blé tendre,Ouarzazate,2010,3831641.12,2186579.26,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Blé tendre,Oulad Teima,2010,4322487.42,1924023.37,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Blé tendre,Rabat,2010,3812247.65,2279301.66,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Blé tendre,Sefrou,2010,4018895.29,2226032.03,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Blé tendre,Sidi Ifni,2010,4457481.4,2144277.72,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Blé tendre,Skhirate,2010,3772286.41,2229278.07,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Blé tendre,Tanger,2010,4432122.93,1958100.93,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Blé tendre,Taounate,2010,3987937.5,2143213.12,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Blé tendre,Tarfaya,2010,3851424.52,2042042.04,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Blé tendre,Taza,2010,4333938.19,2332430.42,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Blé tendre,Tiflet,2010,4277399.57,2283203.67,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Blé tendre,Youssoufia,2010,4484666.17,2230422.1,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Mais,Agadir,2010,231702.88,208534.19,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Mais,Fes,2010,234730.69,186010.21,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Mais,Marrakech,2010,211651.61,207272.81,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Mais,Meknes,2010,207022.26,185181.06,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Mais,Ouarzazate,2010,232390.84,200822.18,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Mais,Oulad Teima,2010,234879.13,200961.11,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Mais,Rabat,2010,243008.33,173403.42,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Mais,Sefrou,2010,217431.18,186555.8,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Mais,Sidi Ifni,2010,215634.25,173444.98,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Mais,Skhirate,2010,233532.67,210965.2,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Mais,Tanger,2010,214252.71,177388.82,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Mais,Taounate,2010,240363.91,193530.98,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Mais,Tarfaya,2010,237161.96,203038.85,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Mais,Taza,2010,218155.99,180423.21,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Mais,Tiflet,2010,232402.19,191314.36,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Mais,Youssoufia,2010,232564.7,196010.86,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Orge,Agadir,2010,2133650.51,1888219.61,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Orge,Fes,2010,2504203.69,2138762.67,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Orge,Marrakech,2010,2320046.04,1944592.93,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Orge,Meknes,2010,2468931.76,1908810.16,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Orge,Ouarzazate,2010,2234200.43,2049515.1,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Orge,Oulad Teima,2010,2500945.28,1989558.61,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Orge,Rabat,2010,2266253.95,2196188.96,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Orge,Sefrou,2010,2090873.79,2179891.32,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Orge,Sidi Ifni,2010,2505515.03,2019151.72,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Orge,Skhirate,2010,2128163.71,1968874.25,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Orge,Tanger,2010,2233859.29,1955201.15,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Orge,Taounate,2010,2526225.2,1931719.23,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Orge,Tarfaya,2010,2526477.9,2043947.57,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Orge,Taza,2010,2351651.54,2149468.78,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Orge,Tiflet,2010,2378720.93,1949220.14,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Orge,Youssoufia,2010,2293714.8,1900330.16,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Riz,Agadir,2010,17102.18,2537.5,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Riz,Fes,2010,17228.68,2330.21,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Riz,Marrakech,2010,18455.55,2652.65,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Riz,Meknes,2010,18740.47,2559.36,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Riz,Ouarzazate,2010,18880.35,2548.15,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Riz,Oulad Teima,2010,18873.36,2448.23,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Riz,Rabat,2010,16381.42,2756.38,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Riz,Sefrou,2010,17820.09,2341.15,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Riz,Sidi Ifni,2010,16261.37,2738.61,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Riz,Skhirate,2010,18016.72,2487.12,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Riz,Tanger,2010,17631.38,2744.12,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Riz,Taounate,2010,19223.33,2666.67,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Riz,Tarfaya,2010,17308.06,2348.13,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Riz,Taza,2010,16473.7,2719.08,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Riz,Tiflet,2010,16566.19,2642.91,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Riz,Youssoufia,2010,18773.07,2311.47,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
Céréales,Sorgho,Agadir,2010,8102.14,9156.2,18,21,14,17,13,3,64,66,10,19,1,sableux,3
Céréales,Sorgho,Fes,2010,7283.58,10148.0,12,15,8,12,7,6,165,81,9,37,0,argileux,2
Céréales,Sorgho,Marrakech,2010,7256.64,10201.3,15,19,10,14,9,2,51,71,10,19,1,limoneux,4
Céréales,Sorgho,Meknes,2010,8233.13,10367.38,12,16,8,13,7,6,171,85,9,48,0,calcaire,3
Céréales,Sorgho,Ouarzazate,2010,7238.68,10315.2,10,17,3,17,0,1,11,62,10,14,1,sableux,2
Céréales,Sorgho,Oulad Teima,2010,8424.5,10195.21,17,21,13,15,12,2,45,66,10,18,1,limoneux,4
Céréales,Sorgho,Rabat,2010,8241.48,10406.09,15,18,13,20,12,4,118,83,10,39,0,argileux,5
Céréales,Sorgho,Sefrou,2010,7252.28,10028.37,10,13,7,12,5,5,145,83,9,40,1,calcaire,3
Céréales,Sorgho,Sidi Ifni,2010,7257.8,9407.32,17,18,15,22,15,2,35,72,10,21,0,sableux,2
Céréales,Sorgho,Skhirate,2010,8685.35,10694.86,15,18,12,14,11,5,148,85,9,37,1,limoneux,3
Céréales,Sorgho,Tanger,2010,7715.97,8927.99,14,15,13,22,12,10,305,84,10,45,1,argileux,5
Céréales,Sorgho,Taounate,2010,7710.23,9616.33,6,10,2,14,0,5,153,85,8,51,0,calcaire,2
Céréales,Sorgho,Tarfaya,2010,8410.16,10332.25,20,23,17,22,17,1,6,72,10,18,1,sableux,1
Céréales,Sorgho,Taza,2010,8622.99,9736.06,6,10,2,14,0,5,153,85,8,51,0,argileux,3
Céréales,Sorgho,Tiflet,2010,8684.34,8941.07,14,18,10,14,9,5,133,88,9,47,1,limoneux,4
Céréales,Sorgho,Youssoufia,2010,8316.1,9022.38,15,19,11,14,10,4,101,82,10,36,0,calcaire,2
